Condition,ICD10,ICD10QF,SMRType,FinancialYear,HBT2014,HBT2014QF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2007/08,S92000003,d,5.5,4.9,2.8,,270,,239,,134,,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2008/09,S92000003,d,5.3,4.8,2.5,,259,,235,,118,,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2009/10,S92000003,d,5,4.6,2.5,,248,,228,,123,,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2010/11,S92000003,d,4.8,4.3,2.4,,233,,208,,116,,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2011/12,S92000003,d,4.6,4,2.2,,228,,198,,106,,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2012/13,S92000003,d,3.9,3.5,1.9,,199,,175,,93,,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2013/14,S92000003,d,4.1,3.7,2,,210,,189,,99,,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2014/15,S92000003,d,3.8,3.4,2,,193,,176,,102,,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2015/16,S92000003,d,4.5,3.9,2.4,,231,,202,,120,,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,1997/98,S92000003,d,18.5,15.3,,:,814,,673,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,1998/99,S92000003,d,18.3,15,,:,787,,649,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,1999/00,S92000003,d,17.7,15.3,,:,770,,668,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2000/01,S92000003,d,16.1,13.7,,:,714,,606,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2001/02,S92000003,d,17.7,14.5,,:,779,,639,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2002/03,S92000003,d,19.1,15.8,,:,849,,705,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2003/04,S92000003,d,18.2,14.4,,:,817,,649,,,:,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2004/05,S92000003,d,19.8,15.8,,:,900,,719,,,:,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2005/06,S92000003,d,18.4,14.9,,:,836,,672,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2006/07,S92000003,d,16.6,13.3,,:,771,,621,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2007/08,S92000003,d,17.6,14.1,3,,821,,660,,138,,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2008/09,S92000003,d,16.8,13.3,2.8,,801,,635,,133,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2009/10,S92000003,d,17,13.3,3.3,,820,,640,,155,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2010/11,S92000003,d,17.9,13.8,2.7,,863,,664,,130,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2011/12,S92000003,d,17,13,2.6,,832,,634,,127,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2012/13,S92000003,d,16.3,12.5,2.5,,792,,607,,121,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2013/14,S92000003,d,16.6,12,2.1,,828,,598,,106,,1.4
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2014/15,S92000003,d,16,12.3,2.4,,802,,616,,119,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,Combined,2015/16,S92000003,d,16.2,12.6,2.2,,823,,637,,110,,1.3
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,1997/98,S92000003,d,3.5,3.3,,:,162,,154,,,:,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,1998/99,S92000003,d,4.4,4.2,,:,197,,189,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,1999/00,S92000003,d,3.4,3.3,,:,154,,150,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2000/01,S92000003,d,1.5,1.4,,:,63,,61,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2001/02,S92000003,d,1.2,1.2,,:,54,,52,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2002/03,S92000003,d,1.7,1.6,,:,79,,77,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2003/04,S92000003,d,2.5,2.3,,:,118,,109,,,:,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2004/05,S92000003,d,2.2,2.1,,:,101,,98,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2005/06,S92000003,d,2,1.9,,:,92,,89,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2006/07,S92000003,d,2.2,2.1,,:,99,,96,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2007/08,S92000003,d,2.1,2,1,,98,,95,,48,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2008/09,S92000003,d,1.7,1.7,0.9,,79,,79,,43,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2009/10,S92000003,d,2.3,2.2,1.1,,116,,112,,56,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2010/11,S92000003,d,2.1,2,1.1,,102,,98,,52,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2011/12,S92000003,d,1.8,1.8,1,,94,,91,,50,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2012/13,S92000003,d,1.9,1.8,1,,96,,92,,48,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2013/14,S92000003,d,2.2,2,1.2,,113,,105,,63,,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2014/15,S92000003,d,1.6,1.5,0.8,,83,,79,,44,,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2015/16,S92000003,d,1.8,1.8,0.9,,94,,92,,45,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR01,2016/17,S92000003,d,1.7,1.6,0.8,,89,,83,,43,,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,1997/98,S92000003,d,0.9,0.9,,:,42,,41,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,1998/99,S92000003,d,0.5,0.4,,:,23,,21,,,:,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,1999/00,S92000003,d,0.9,0.8,,:,43,,39,,,:,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2000/01,S92000003,d,0.8,0.8,,:,38,,38,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2001/02,S92000003,d,0.8,0.8,,:,37,,37,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2002/03,S92000003,d,1,0.9,,:,47,,43,,,:,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2003/04,S92000003,d,0.7,0.7,,:,31,,31,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2004/05,S92000003,d,0.9,0.8,,:,43,,39,,,:,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2005/06,S92000003,d,0.6,0.6,,:,32,,30,,,:,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2006/07,S92000003,d,0.7,0.7,,:,35,,35,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2007/08,S92000003,d,0.5,0.5,0.3,,23,,22,,16,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2008/09,S92000003,d,0.5,0.5,0.4,,25,,24,,19,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2009/10,S92000003,d,0.6,0.6,0.4,,33,,33,,22,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2010/11,S92000003,d,0.3,0.3,0.2,,17,,15,,9,,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2011/12,S92000003,d,0.3,0.3,0.3,,16,,16,,13,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2012/13,S92000003,d,0.3,0.3,0.3,,15,,15,,13,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2013/14,S92000003,d,0.2,0.2,0.1,,13,,12,,6,,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2014/15,S92000003,d,0.6,0.6,0.4,,30,,30,,22,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,SMR04,2015/16,S92000003,d,0.7,0.7,0.5,,35,,35,,23,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,1997/98,S92000003,d,4.4,4.2,,:,204,,195,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,1998/99,S92000003,d,4.8,4.6,,:,220,,210,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,1999/00,S92000003,d,4.3,4.1,,:,197,,189,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2000/01,S92000003,d,2.3,2.2,,:,101,,99,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2001/02,S92000003,d,2,2,,:,91,,89,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2002/03,S92000003,d,2.6,2.5,,:,126,,120,,,:,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2003/04,S92000003,d,3.2,3,,:,149,,140,,,:,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2004/05,S92000003,d,3.1,2.9,,:,144,,137,,,:,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2005/06,S92000003,d,2.6,2.5,,:,124,,119,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2006/07,S92000003,d,2.9,2.8,,:,134,,131,,,:,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2007/08,S92000003,d,2.6,2.5,1.2,,121,,117,,55,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2008/09,S92000003,d,2.2,2.2,1.2,,104,,103,,54,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2009/10,S92000003,d,2.9,2.8,1.3,,149,,145,,65,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2010/11,S92000003,d,2.4,2.3,1.1,,119,,113,,53,,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2011/12,S92000003,d,2.1,2.1,1.1,,110,,107,,56,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2012/13,S92000003,d,2.2,2.1,1.1,,111,,107,,54,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2013/14,S92000003,d,2.4,2.3,1.2,,126,,117,,64,,1.1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2014/15,S92000003,d,2.2,2.1,1.1,,113,,109,,57,,1
M&B - Other/unspecified mental and behavioural disorders,"F10.8, F10.9",,Combined,2015/16,S92000003,d,2.5,2.5,1.1,,129,,127,,59,,1
Alcohol Related Brain Damage,,d z,SMR01,1997/98,S92000003,d,12.3,10.6,,:,523,,451,,,:,1.2
Alcohol Related Brain Damage,,d z,SMR01,1998/99,S92000003,d,11.8,10.3,,:,498,,434,,,:,1.1
Alcohol Related Brain Damage,,d z,SMR01,1999/00,S92000003,d,12.8,11.1,,:,542,,469,,,:,1.2
Alcohol Related Brain Damage,,d z,SMR01,2000/01,S92000003,d,12.1,10.5,,:,522,,453,,,:,1.2
Alcohol Related Brain Damage,,d z,SMR01,2001/02,S92000003,d,12.7,10.5,,:,544,,448,,,:,1.2
Alcohol Related Brain Damage,,d z,SMR01,2002/03,S92000003,d,14.6,12.1,,:,639,,531,,,:,1.2
Alcohol Related Brain Damage,,d z,SMR01,2003/04,S92000003,d,14.1,11.2,,:,621,,494,,,:,1.3
Alcohol Related Brain Damage,,d z,SMR01,2004/05,S92000003,d,15.9,12.5,,:,709,,554,,,:,1.3
Alcohol Related Brain Damage,,d z,SMR01,2005/06,S92000003,d,15.9,13,,:,714,,580,,,:,1.2
Alcohol Related Brain Damage,,d z,SMR01,2006/07,S92000003,d,15.9,12.5,,:,732,,577,,,:,1.3
Alcohol Related Brain Damage,,d z,SMR01,2007/08,S92000003,d,16.3,12.7,2.5,,760,,590,,112,,1.3
Alcohol Related Brain Damage,,d z,SMR01,2008/09,S92000003,d,15.3,11.9,2.8,,725,,563,,131,,1.3
Alcohol Related Brain Damage,,d z,SMR01,2009/10,S92000003,d,15.6,12.2,2.9,,744,,579,,130,,1.3
Alcohol Related Brain Damage,,d z,SMR01,2010/11,S92000003,d,17.1,13.4,3,,835,,653,,146,,1.3
Alcohol Related Brain Damage,,d z,SMR01,2011/12,S92000003,d,16.6,12.6,2.6,,814,,620,,127,,1.3
Alcohol Related Brain Damage,,d z,SMR01,2012/13,S92000003,d,16.7,12.6,2.7,,818,,613,,131,,1.3
Alcohol Related Brain Damage,,d z,SMR01,2013/14,S92000003,d,16.9,12.1,2.3,,839,,599,,116,,1.4
Alcohol Related Brain Damage,,d z,SMR01,2014/15,S92000003,d,16.2,12.9,2.4,,819,,649,,121,,1.3
Alcohol Related Brain Damage,,d z,SMR01,2015/16,S92000003,d,16.4,12.5,2.4,,837,,636,,122,,1.3
Alcohol Related Brain Damage,,d z,SMR01,2016/17,S92000003,d,17.1,12.9,2.8,,880,,663,,144,,1.3
Alcohol Related Brain Damage,,d z,SMR04,1997/98,S92000003,d,5.9,5.1,,:,250,,215,,,:,1.2
Alcohol Related Brain Damage,,d z,SMR04,1998/99,S92000003,d,6.4,5.3,,:,266,,221,,,:,1.2
Alcohol Related Brain Damage,,d z,SMR04,1999/00,S92000003,d,5.3,4.8,,:,225,,203,,,:,1.1
Alcohol Related Brain Damage,,d z,SMR04,2000/01,S92000003,d,4.3,4,,:,190,,175,,,:,1.1
Alcohol Related Brain Damage,,d z,SMR04,2001/02,S92000003,d,4.7,4.1,,:,201,,177,,,:,1.1
Alcohol Related Brain Damage,,d z,SMR04,2002/03,S92000003,d,5,4.5,,:,218,,198,,,:,1.1
Alcohol Related Brain Damage,,d z,SMR04,2003/04,S92000003,d,4.4,3.8,,:,193,,164,,,:,1.2
Alcohol Related Brain Damage,,d z,SMR04,2004/05,S92000003,d,4.2,3.8,,:,186,,169,,,:,1.1
Alcohol Related Brain Damage,,d z,SMR04,2005/06,S92000003,d,4.1,3.7,,:,186,,166,,,:,1.1
Alcohol Related Brain Damage,,d z,SMR04,2006/07,S92000003,d,3,2.8,,:,140,,129,,,:,1.1
Alcohol Related Brain Damage,,d z,SMR04,2007/08,S92000003,d,3.6,3.2,2,,168,,149,,93,,1.1
Alcohol Related Brain Damage,,d z,SMR04,2008/09,S92000003,d,3.4,3.1,1.7,,164,,146,,80,,1.1
Alcohol Related Brain Damage,,d z,SMR04,2009/10,S92000003,d,3.5,3.2,1.8,,170,,155,,87,,1.1
Alcohol Related Brain Damage,,d z,SMR04,2010/11,S92000003,d,3.4,3.1,1.7,,163,,147,,81,,1.1
Alcohol Related Brain Damage,,d z,SMR04,2011/12,S92000003,d,3.4,3,1.7,,168,,148,,84,,1.1
Alcohol Related Brain Damage,,d z,SMR04,2012/13,S92000003,d,2.7,2.4,1.4,,138,,122,,71,,1.1
Alcohol Related Brain Damage,,d z,SMR04,2013/14,S92000003,d,2.9,2.7,1.5,,150,,137,,77,,1.1
Alcohol Related Brain Damage,,d z,SMR04,2014/15,S92000003,d,3.1,2.8,1.8,,157,,143,,90,,1.1
Alcohol Related Brain Damage,,d z,SMR04,2015/16,S92000003,d,3.4,3,1.8,,172,,151,,91,,1.1
Alcohol Related Brain Damage,,d z,Combined,1997/98,S92000003,d,18.2,15,,:,773,,636,,,:,1.2
Alcohol Related Brain Damage,,d z,Combined,1998/99,S92000003,d,18.2,15,,:,764,,627,,,:,1.2
Alcohol Related Brain Damage,,d z,Combined,1999/00,S92000003,d,18.1,15.5,,:,767,,657,,,:,1.2
Alcohol Related Brain Damage,,d z,Combined,2000/01,S92000003,d,16.4,14.2,,:,712,,614,,,:,1.2
Alcohol Related Brain Damage,,d z,Combined,2001/02,S92000003,d,17.4,14.1,,:,745,,602,,,:,1.2
Alcohol Related Brain Damage,,d z,Combined,2002/03,S92000003,d,19.6,16.1,,:,857,,705,,,:,1.2
Alcohol Related Brain Damage,,d z,Combined,2003/04,S92000003,d,18.5,14.4,,:,814,,633,,,:,1.3
Alcohol Related Brain Damage,,d z,Combined,2004/05,S92000003,d,20,15.8,,:,895,,703,,,:,1.3
Alcohol Related Brain Damage,,d z,Combined,2005/06,S92000003,d,20,16.1,,:,900,,717,,,:,1.3
Alcohol Related Brain Damage,,d z,Combined,2006/07,S92000003,d,18.9,14.9,,:,872,,686,,,:,1.3
Alcohol Related Brain Damage,,d z,Combined,2007/08,S92000003,d,19.9,15.6,2.8,,928,,723,,130,,1.3
Alcohol Related Brain Damage,,d z,Combined,2008/09,S92000003,d,18.7,14.5,3.2,,889,,688,,147,,1.3
Alcohol Related Brain Damage,,d z,Combined,2009/10,S92000003,d,19.1,14.7,3.3,,914,,704,,147,,1.3
Alcohol Related Brain Damage,,d z,Combined,2010/11,S92000003,d,20.6,15.9,3.2,,998,,772,,156,,1.3
Alcohol Related Brain Damage,,d z,Combined,2011/12,S92000003,d,20,15.1,3,,982,,740,,143,,1.3
Alcohol Related Brain Damage,,d z,Combined,2012/13,S92000003,d,19.5,14.6,3,,956,,716,,146,,1.3
Alcohol Related Brain Damage,,d z,Combined,2013/14,S92000003,d,19.8,14.5,2.5,,989,,721,,128,,1.4
Alcohol Related Brain Damage,,d z,Combined,2014/15,S92000003,d,19.3,15,2.8,,976,,757,,139,,1.3
Alcohol Related Brain Damage,,d z,Combined,2015/16,S92000003,d,19.8,14.9,2.5,,1009,,758,,125,,1.3
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S92000003,d,60.9,53.9,,:,3267,,2908,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S92000003,d,55,47.8,,:,2932,,2562,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S92000003,d,55.1,48.2,,:,2944,,2585,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,2000/01,S92000003,d,56.3,50.6,,:,3007,,2707,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,2001/02,S92000003,d,57.3,51.9,,:,3080,,2791,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,2002/03,S92000003,d,57.6,51.4,,:,3090,,2752,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,2003/04,S92000003,d,51.2,46.2,,:,2734,,2465,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,2004/05,S92000003,d,54.1,48.6,,:,2886,,2595,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,2005/06,S92000003,d,71.1,63,,:,3827,,3388,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,2006/07,S92000003,d,72.8,63,,:,3928,,3401,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,2007/08,S92000003,d,86.1,74,44.3,,4683,,4030,,2436,,1.2
Toxic Effects of Alcohol,T51,,SMR01,2008/09,S92000003,d,82.3,71.4,40.4,,4481,,3892,,2221,,1.2
Toxic Effects of Alcohol,T51,,SMR01,2009/10,S92000003,d,75.7,65.4,36.2,,4140,,3576,,1992,,1.2
Toxic Effects of Alcohol,T51,,SMR01,2010/11,S92000003,d,77.9,67,36.5,,4255,,3663,,2015,,1.2
Toxic Effects of Alcohol,T51,,SMR01,2011/12,S92000003,d,77.8,66.6,36,,4271,,3658,,1984,,1.2
Toxic Effects of Alcohol,T51,,SMR01,2012/13,S92000003,d,66.4,58.5,31.6,,3638,,3208,,1749,,1.1
Toxic Effects of Alcohol,T51,,SMR01,2013/14,S92000003,d,65.2,57.5,30.3,,3557,,3142,,1671,,1.1
Toxic Effects of Alcohol,T51,,SMR01,2014/15,S92000003,d,54.4,48,25.8,,2971,,2626,,1416,,1.1
Toxic Effects of Alcohol,T51,,SMR01,2015/16,S92000003,d,48.5,43.1,23.5,,2647,,2354,,1293,,1.1
Toxic Effects of Alcohol,T51,,SMR01,2016/17,S92000003,d,47.1,41.6,22,,2569,,2274,,1213,,1.1
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000015,,78.5,64.5,,:,301,,248,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000016,,82.6,73.4,,:,87,,77,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000017,,55.3,50.8,,:,82,,75,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000018,,75.9,69.3,,:,278,,255,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000019,,34.2,32.2,,:,102,,96,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000020,,29.7,28,,:,169,,160,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000021,,68,61.4,,:,805,,732,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000022,,66.8,63.9,,:,205,,196,,,:,1
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000023,,24.6,23.5,,:,165,,158,,,:,1
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000024,,82,68.9,,:,684,,577,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000025,,49.7,49.7,,:,11,,11,,,:,1
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000026,,30.9,30.9,,:,8,,8,,,:,1
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000027,,86.4,73.6,,:,351,,300,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,1997/98,S08000028,,72.2,72.2,,:,19,,19,,,:,1
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000015,,74.9,63.3,,:,280,,237,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000016,,58.6,47.3,,:,61,,49,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000017,,47,42.9,,:,69,,63,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000018,,64,55.2,,:,230,,200,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000019,,31.2,26.9,,:,90,,79,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000020,,14.1,12.5,,:,81,,72,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000021,,65.1,57.8,,:,778,,693,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000022,,49.9,47.2,,:,152,,144,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000023,,22.3,21.9,,:,148,,145,,,:,1
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000024,,81.9,68.2,,:,683,,571,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000025,,49.1,43.9,,:,9,,8,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000026,,18.4,14.5,,:,,c,,c,,:,1.3
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000027,,80.7,71.1,,:,327,,289,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1998/99,S08000028,,72.7,68.8,,:,20,,19,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000015,,79.5,67.4,,:,301,,257,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000016,,53.8,45.2,,:,55,,46,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000017,,48.1,41.5,,:,70,,60,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000018,,75,68.5,,:,272,,249,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000019,,29.8,27,,:,87,,79,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000020,,17.1,16,,:,102,,95,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000021,,72.8,63.8,,:,860,,760,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000022,,40.3,36.3,,:,124,,111,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000023,,25.7,24.1,,:,171,,160,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000024,,72.2,60.8,,:,607,,515,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000025,,28.7,28.7,,:,6,,6,,,:,1
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000026,,13.1,13.1,,:,,c,,c,,:,1
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000027,,65.2,56.9,,:,260,,228,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,1999/00,S08000028,,99.4,92.7,,:,26,,24,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,2000/01,S08000015,,75.4,68.1,,:,283,,257,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,2000/01,S08000016,,56.2,47.3,,:,57,,47,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,2000/01,S08000017,,15.6,13.2,,:,21,,18,,,:,1.2
Toxic Effects of Alcohol,T51,,SMR01,2000/01,S08000018,,70.8,64,,:,253,,229,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,2000/01,S08000019,,22.1,20.8,,:,65,,61,,,:,1.1
Toxic Effects of Alcohol,T51,,SMR01,2000/01,S08000020,,31.2,29.4,,:,181,,171,,,:,1.1
